Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2021,Christian Academy,332879,North Tonawanda,Niagara,14120,6,<4,0,<4,<4,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
Fall 2021,Lewiston - Porter High School,336090,Youngstown,Niagara,14174,73,14,9,<4,46,"Youngstown, NY 14174
(43.247901, -79.015825)"
Fall 2021,Lockport High School,332870,Lockport,Niagara,14094,122,31,17,<4,72,"Lockport, NY 14094
(43.157671, -78.693851)"
Fall 2021,Newfane  High School,333335,Newfane,Niagara,14108,54,8,10,<4,32,"Newfane, NY 14108
(43.267993, -78.718267)"
Fall 2021,Niagara Catholic High School,334160,Niagara Falls,Niagara,14304,<4,0,0,0,<4,"Niagara Falls, NY 14304
(43.09392, -78.961364)"
Fall 2021,Niagara Falls High School,334170,Niagara Falls,Niagara,14305,160,19,23,<4,116,"Niagara Falls, NY 14305
(43.117829, -79.033624)"
Fall 2021,Niagara Wheatfield High School,335028,Sanborn,Niagara,14132,138,23,23,6,86,"Sanborn, NY 14132
(43.146095, -78.876048)"
Fall 2021,North Tonawanda High School,334230,North Tonawanda,Niagara,14120,90,10,20,<4,59,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
Fall 2021,Royalton - Hartland Central Sc,333115,Middleport,Niagara,14105,34,6,<4,<4,22,"Middleport, NY 14105
(43.196189, -78.488556)"
Fall 2021,Starpoint High School,332872,Lockport,Niagara,14094,131,37,28,<4,63,"Lockport, NY 14094
(43.157671, -78.693851)"
Fall 2021,Wilson Central High School,335990,Wilson,Niagara,14172,32,<4,6,<4,21,"Wilson, NY 14172
(43.291195, -78.823663)"
Fall 2021,Adirondack High School,330470,Boonville,Oneida,13309,35,<4,5,7,21,"Boonville, NY 13309
(43.478376, -75.339596)"
Fall 2021,Camden High School,331170,Camden,Oneida,13316,39,7,9,<4,22,"Camden, NY 13316
(43.371679, -75.755941)"
Fall 2021,Clinton Senior High School,331400,Clinton,Oneida,13323,28,6,<4,<4,15,"Clinton, NY 13323
(43.049079, -75.380619)"
Fall 2021,Holland Patent Central  High S,332410,Holland Patent,Oneida,13354,49,<4,8,<4,34,"Holland Patent, NY 13354
(43.258381, -75.263445)"
Fall 2021,Holy Cross Academy,334309,Oneida,Oneida,13421,<4,<4,0,0,<4,"Oneida, NY 13421
(43.076187, -75.649101)"
Fall 2021,New Hartford Sr High School,333345,New Hartford,Oneida,13413,86,22,13,<4,48,"New Hartford, NY 13413
(43.066343, -75.287002)"
Fall 2021,New York Mills Jr - Sr  High S,334155,New York Mills,Oneida,13417,18,6,0,<4,11,"New York Mills, NY 13417
(43.101349, -75.292939)"
Fall 2021,New York State Sch For Deaf,334892,Rome,Oneida,13440,<4,0,0,0,<4,"Rome, NY 13440
(43.214717, -75.454665)"
Fall 2021,Notre Dame Jr - Sr High School,335687,Utica,Oneida,13502,21,6,<4,<4,13,"Utica, NY 13502
(43.125063, -75.202584)"
Fall 2021,Obsolete Do Not Select - Thoma,335695,Utica,Oneida,13501,<4,0,0,0,<4,"Utica, NY 13501
(43.085324, -75.228495)"
Fall 2021,Oriskany Central School,334330,Oriskany,Oneida,13424,13,<4,<4,0,9,"Oriskany, NY 13424
(43.150818, -75.360631)"
Fall 2021,Remsen Central School,334695,Remsen,Oneida,13438,9,<4,<4,0,7,"Remsen, NY 13438
(43.345234, -75.166692)"
Fall 2021,Rome Free Academy,334895,Rome,Oneida,13441,122,12,11,8,91,"Rome, NY 13441
(43.220254, -75.408994)"
Fall 2021,Sauquoit Valley,335060,Sauquoit,Oneida,13456,30,<4,11,<4,16,"Sauquoit, NY 13456
(43.003024, -75.262353)"
Fall 2021,Thomas R Proctor High School,335700,Utica,Oneida,13501,270,28,8,<4,233,"Utica, NY 13501
(43.085324, -75.228495)"
Fall 2021,Utica Academy Science Charter,331172,Frankfort,Oneida,13340,27,7,0,0,20,"Frankfort, NY 13340
(43.050515, -75.115762)"
Fall 2021,Vernon Verona Sherrill High Sc,335725,Verona,Oneida,13478,58,16,10,<4,28,"Verona, NY 13478
(43.143375, -75.578144)"
Fall 2021,Waterville Jr. Sr. High School,335825,Waterville,Oneida,13480,31,<4,<4,8,15,"Waterville, NY 13480
(42.914366, -75.366762)"
Fall 2021,Westmoreland High School,335910,Westmoreland,Oneida,13490,38,8,<4,<4,26,"Westmoreland, NY 13490
(43.10884, -75.423079)"
Fall 2021,Whitesboro High School,335960,Marcy,Oneida,13403,111,15,16,<4,76,"Marcy, NY 13403
(43.161302, -75.273947)"
Fall 2021,Anthony Henninger High School,335475,Syracuse,Onondaga,13206,127,<4,6,<4,118,"Syracuse, NY 13206
(43.071381, -76.107915)"
Fall 2021,Bishop Grimes J R - S R  High,331748,East Syracuse,Onondaga,13057,14,<4,<4,<4,8,"East Syracuse, NY 13057
(43.082222, -76.054431)"
Fall 2021,Bishop Ludden Jr / Sr High Sch,335448,Syracuse,Onondaga,13219,17,7,5,0,5,"Syracuse, NY 13219
(43.04093, -76.224174)"
Fall 2021,Charles W. Baker High School,330300,Baldwinsville,Onondaga,13027,164,29,47,7,81,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
Fall 2021,Christian Brothers Academy,335465,Syracuse,Onondaga,13214,20,12,5,0,<4,"Syracuse, NY 13214
(43.040484, -76.074122)"
Fall 2021,Cicero - North Syracuse High S,331378,Cicero,Onondaga,13039,241,48,54,8,131,"Cicero, NY 13039
(43.172813, -76.088447)"
Fall 2021,East Syracuse - Minoa Central,331750,East Syracuse,Onondaga,13057,94,14,10,7,63,"East Syracuse, NY 13057
(43.082222, -76.054431)"
Fall 2021,Fabius - Pompey High School,331865,Fabius,Onondaga,13063,10,<4,<4,<4,<4,"Fabius, NY 13063
(42.850323, -75.979919)"
Fall 2021,Faith Baptist Academy,330301,Baldwinsville,Onondaga,13027,<4,0,0,0,<4,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
Fall 2021,Faith Heritage School,334213,Syracuse,Onondaga,13205,<4,0,0,<4,<4,"Syracuse, NY 13205
(43.00819, -76.144124)"
Fall 2021,Fayetteville - Manlius  H S,331895,Manlius,Onondaga,13104,96,34,29,7,26,"Manlius, NY 13104
(42.979204, -75.962381)"
Fall 2021,Institute Of Tech @ Syracuse,334954,Syracuse,Onondaga,13202,29,0,5,<4,23,"Syracuse, NY 13202
(43.044681, -76.15034)"
Fall 2021,Jamesville - Dewitt High Schoo,331615,Dewitt,Onondaga,13214,74,27,18,0,29,"Dewitt, NY 13214
(43.040484, -76.074122)"
Fall 2021,Jordan - Elbridge Ctrl High Sc,331780,Jordan,Onondaga,13080,41,7,10,<4,23,"Jordan, NY 13080
(43.080792, -76.47505)"
Fall 2021,La Fayette J R - S R High Scho,332730,La Fayette,Onondaga,13084,22,<4,<4,0,15,"La Fayette, NY 13084
(42.891883, -76.105637)"
Fall 2021,Liverpool High School,332850,Liverpool,Onondaga,13090,214,34,50,8,122,"Liverpool, NY 13090
(43.149294, -76.221843)"
Fall 2021,Living Word Academy,335482,Syracuse,Onondaga,13206,<4,<4,0,<4,<4,"Syracuse, NY 13206
(43.071381, -76.107915)"
Fall 2021,Manlius - Pebble Hill School,333025,Syracuse,Onondaga,13214,<4,<4,<4,0,0,"Syracuse, NY 13214
(43.040484, -76.074122)"
Fall 2021,Marcellus High School,333040,Marcellus,Onondaga,13108,62,14,8,<4,38,"Marcellus, NY 13108
(42.974441, -76.331005)"
Fall 2021,Onondaga Community College,335489,Syracuse,Onondaga,13207,<4,0,0,0,<4,"Syracuse, NY 13207
(43.019009, -76.164985)"
Fall 2021,Onondaga J R  -  S R  High Sch,333285,Nedrow,Onondaga,13120,44,9,6,<4,28,"Nedrow, NY 13120
(42.950373, -76.163321)"
Fall 2021,Ontech Charter High School,330129,Syracuse,Onondaga,13204,<4,0,0,0,<4,"Syracuse, NY 13204
(43.0503, -76.174991)"
Fall 2021,Psla @ Fowler High School,335460,Syracuse,Onondaga,13204,48,<4,<4,0,43,"Syracuse, NY 13204
(43.0503, -76.174991)"
Fall 2021,Skaneateles Central School,335205,Skaneateles,Onondaga,13152,40,10,8,<4,18,"Skaneateles, NY 13152
(42.894504, -76.384987)"
Fall 2021,Solvay High School,335240,Solvay,Onondaga,13209,58,<4,<4,<4,50,"Solvay, NY 13209
(43.083879, -76.24511)"
Fall 2021,S U N Y  Education Opportunity,335472,Syracuse,Onondaga,13202,<4,0,0,0,<4,"Syracuse, NY 13202
(43.044681, -76.15034)"
Fall 2021,Syracuse Academy Of Science,335449,Syracuse,Onondaga,13204,33,<4,5,<4,25,"Syracuse, NY 13204
(43.0503, -76.174991)"
Fall 2021,Thomas J Corcoran High School,335526,Syracuse,Onondaga,13207,66,0,9,<4,55,"Syracuse, NY 13207
(43.019009, -76.164985)"
Fall 2021,Tully High School,335640,Tully,Onondaga,13159,33,<4,8,6,15,"Tully, NY 13159
(42.806462, -76.12834)"
Fall 2021,West Genesee High School,331175,Camillus,Onondaga,13031,159,19,35,6,99,"Camillus, NY 13031
(43.042358, -76.293014)"
Fall 2021,Westhill High School,335528,Syracuse,Onondaga,13219,52,11,7,7,27,"Syracuse, NY 13219
(43.04093, -76.224174)"
Fall 2021,William Nottingham High School,335530,Syracuse,Onondaga,13224,88,7,8,<4,71,"Syracuse, NY 13224
(43.041391, -76.102691)"
Fall 2021,Bloomfield Central High School,331690,Bloomfield,Ontario,14469,41,7,6,<4,27,"Bloomfield, NY 14469
(42.875691, -77.466164)"
Fall 2021,Canandaigua Academy,331195,Canandaigua,Ontario,14424,139,14,23,11,91,"Canandaigua, NY 14424
(42.855236, -77.301739)"
Fall 2021,De Sales Regional High School,332065,Geneva,Ontario,14456,<4,0,0,0,<4,"Geneva, NY 14456
(42.847993, -76.996769)"
Fall 2021,Geneva High School,332060,Geneva,Ontario,14456,62,6,15,<4,39,"Geneva, NY 14456
(42.847993, -76.996769)"
Fall 2021,Honeoye Central School,332430,Honeoye,Ontario,14471,24,<4,7,<4,13,"Honeoye, NY 14471
(42.753359, -77.494057)"
Fall 2021,Manchester - Shortsville C S D,333005,Shortsville,Ontario,14548,23,<4,<4,<4,18,"Shortsville, NY 14548
(42.976557, -77.24468)"
Fall 2021,Marcus Whitman Jr - Sr High Sc,332125,Rushville,Ontario,14544,29,<4,0,<4,25,"Rushville, NY 14544
(42.758626, -77.243037)"
Fall 2021,Midlakes High School,331395,Clifton Springs,Ontario,14432,56,<4,<4,8,41,"Clifton Springs, NY 14432
(42.961921, -77.143807)"
Fall 2021,Naples Central School,333275,Naples,Ontario,14512,20,<4,5,<4,11,"Naples, NY 14512
(42.639555, -77.391738)"
Fall 2021,Victor Senior High School,335735,Victor,Ontario,14564,130,30,22,<4,74,"Victor, NY 14564
(42.992095, -77.424895)"
Fall 2021,Birch School,330151,Rock Tavern,Orange,12575,<4,0,0,0,<4,"Rock Tavern, NY 12575
(41.484556, -74.151998)"
Fall 2021,Chapel Field Christian  H S,334517,Pine Bush,Orange,12566,<4,0,0,0,<4,"Pine Bush, NY 12566
(41.624382, -74.331639)"
Fall 2021,Chester Academy,331360,Chester,Orange,10918,56,5,7,5,39,"Chester, NY 10918
(41.349912, -74.259501)"
Fall 2021,Cornwall Central High School,331500,New Windsor,Orange,12553,117,34,30,9,44,"New Windsor, NY 12553
(41.461721, -74.065602)"
Fall 2021,George F. Baker Tuxedo High Sc,335660,Tuxedo,Orange,10987,<4,<4,0,0,<4,"Tuxedo, NY 10987
(41.203671, -74.21352)"
Fall 2021,Goshen Central High School,332135,Goshen,Orange,10924,97,22,20,<4,52,"Goshen, NY 10924
(41.383219, -74.343148)"
Fall 2021,Harmony Christian School,333118,Middletown,Orange,10941,<4,0,0,0,<4,"Middletown, NY 10941
(41.485086, -74.354005)"
Fall 2021,James I. O' Neill High School,332375,Highland Falls,Orange,10928,25,6,<4,0,18,"Highland Falls, NY 10928
(41.336299, -74.01954)"
Fall 2021,John S Burke Catholic High Sch,332140,Goshen,Orange,10924,15,<4,<4,<4,8,"Goshen, NY 10924
(41.383219, -74.343148)"
Fall 2021,Middletown High School,333120,Middletown,Orange,10940,191,21,21,5,144,"Middletown, NY 10940
(41.447563, -74.454318)"
Fall 2021,Minisink Valley High School,335208,Slate Hill,Orange,10973,136,24,21,8,83,"Slate Hill, NY 10973
(41.388144, -74.473839)"
Fall 2021,Monroe Woodbury High School,331297,Central Valley,Orange,10917,275,67,56,10,142,"Central Valley, NY 10917
(41.325593, -74.118086)"
Fall 2021,Newburgh Free Academy,333310,Newburgh,Orange,12550,273,35,38,12,188,"Newburgh, NY 12550
(41.529205, -74.046775)"
Fall 2021,New York Military Academy,331515,Cornwall On Huds,Orange,12520,<4,0,<4,0,<4,"Cornwall On Huds, NY 12520
(41.438874, -74.015154)"
Fall 2021,Pine Bush Central High School,334520,Pine Bush,Orange,12566,162,26,28,12,96,"Pine Bush, NY 12566
(41.624382, -74.331639)"
Fall 2021,Port Jervis High School,334590,Port Jervis,Orange,12771,56,6,9,9,32,"Port Jervis, NY 12771
(41.374521, -74.641244)"
Fall 2021,S S Seward Institute,331920,Florida,Orange,10921,21,<4,<4,<4,13,"Florida, NY 10921
(41.32719, -74.363989)"
Fall 2021,Storm King School,331520,Cornwall On Huds,Orange,12520,<4,<4,0,0,<4,"Cornwall On Huds, NY 12520
(41.438874, -74.015154)"
Fall 2021,Valley Central High School,335750,Montgomery,Orange,12549,149,29,34,<4,84,"Montgomery, NY 12549
(41.525344, -74.244699)"
Fall 2021,Warwick Valley High School,335790,Warwick,Orange,10990,160,37,27,14,82,"Warwick, NY 10990
(41.263165, -74.365461)"
Fall 2021,Washingtonville High School,335795,Washingtonville,Orange,10992,149,31,34,11,73,"Washingtonville, NY 10992
(41.425505, -74.164684)"
Fall 2021,Charles D ' Amico High School,330100,Albion,Orleans,14411,46,11,15,<4,17,"Albion, NY 14411
(43.232126, -78.208094)"
Fall 2021,Holley High School,332415,Holley,Orleans,14470,30,<4,8,<4,18,"Holley, NY 14470
(43.211567, -78.054132)"
Fall 2021,Kendall Jr - Sr High School,332665,Kendall,Orleans,14476,18,<4,11,<4,<4,"Kendall, NY 14476
(43.340066, -78.041685)"
Fall 2021,L. A.  Webber High School,332940,Lyndonville,Orleans,14098,30,<4,<4,<4,22,"Lyndonville, NY 14098
(43.339556, -78.378393)"
Fall 2021,Medina High School,333095,Medina,Orleans,14103,43,5,13,<4,24,"Medina, NY 14103
(43.213788, -78.377874)"
Fall 2021,Altmar - Parish - Williamstown,334410,Parish,Oswego,13131,17,<4,<4,<4,12,"Parish, NY 13131
(43.416461, -76.098964)"
Fall 2021,G Ray Bodley High School,332020,Fulton,Oswego,13069,91,5,29,6,51,"Fulton, NY 13069
(43.324957, -76.390481)"
Fall 2021,Hannibal Central School,332265,Hannibal,Oswego,13074,13,<4,<4,0,8,"Hannibal, NY 13074
(43.310306, -76.552826)"
Fall 2021,John C Birdlebough High School,334510,Phoenix,Oswego,13135,47,8,15,<4,21,"Phoenix, NY 13135
(43.250396, -76.316143)"
Fall 2021,Mexico Academy & Central Schoo,333100,Mexico,Oswego,13114,60,<4,26,<4,29,"Mexico, NY 13114
(43.466852, -76.240968)"
Fall 2021,Oswego High School,334355,Oswego,Oswego,13126,105,6,43,<4,53,"Oswego, NY 13126
(43.440456, -76.474421)"
Fall 2021,Paul V Moore High School,331295,Central Square,Oswego,13036,99,16,23,<4,56,"Central Square, NY 13036
(43.309824, -76.166889)"
Fall 2021,Pulaski Jr - Sr High School,334640,Pulaski,Oswego,13142,31,<4,10,<4,16,"Pulaski, NY 13142
(43.555712, -76.134908)"
Fall 2021,Sandy Creek Central School,335030,Sandy Creek,Oswego,13145,19,<4,<4,<4,9,"Sandy Creek, NY 13145
(43.655206, -76.129967)"
Fall 2021,Cherry Valley Sprngfld Central,331355,Cherry Valley,Otsego,13320,11,0,<4,6,<4,"Cherry Valley, NY 13320
(42.77875, -74.734617)"
Fall 2021,Cherry Valley-Sprngfld Central,331745,Cherry Valley,Otsego,13320,<4,0,0,<4,0,"Cherry Valley, NY 13320
(42.77875, -74.734617)"
Fall 2021,Cooperstown Central High Schoo,331470,Cooperstown,Otsego,13326,32,6,7,<4,15,"Cooperstown, NY 13326
(42.717237, -74.908187)"
Fall 2021,Edmeston Central School,331760,Edmeston,Otsego,13335,5,0,<4,<4,<4,"Edmeston, NY 13335
(42.704418, -75.243994)"
Fall 2021,Gilbertsville Mount Upton Cent,332085,Gilbertsville,Otsego,13776,6,<4,0,<4,<4,"Gilbertsville, NY 13776
(42.461962, -75.332536)"
Fall 2021,Laurens Central School,332775,Laurens,Otsego,13796,7,0,<4,<4,<4,"Laurens, NY 13796
(42.544989, -75.142375)"
Fall 2021,Milford Central School,333130,Milford,Otsego,13807,10,<4,<4,<4,<4,"Milford, NY 13807
(42.610749, -74.985575)"
Fall 2021,Morris Central School,333225,Morris,Otsego,13808,10,<4,5,0,<4,"Morris, NY 13808
(42.52793, -75.257909)"
Fall 2021,Oneonta High School,334315,Oneonta,Otsego,13820,56,11,19,9,17,"Oneonta, NY 13820
(42.46968, -75.041855)"
Fall 2021,Richfield Springs Central Scho,334730,Richfield Spring,Otsego,13439,12,<4,<4,<4,<4,"Richfield Spring, NY 13439
(42.853108, -74.997512)"
Fall 2021,Schenevus Central School,335125,Schenevus,Otsego,12155,10,0,0,10,0,"Schenevus, NY 12155
(42.590949, -74.825301)"
Fall 2021,Unatego Jr - Sr High School,334360,Otego,Otsego,13825,27,6,6,9,6,"Otego, NY 13825
(42.440099, -75.197571)"
Fall 2021,Worcester Central School,336030,Worcester,Otsego,12197,7,<4,0,<4,0,"Worcester, NY 12197
(42.609725, -74.72281)"
Fall 2021,Brewster High School,330500,Brewster,Putnam,10509,85,27,17,<4,39,"Brewster, NY 10509
(41.409828, -73.595855)"
Fall 2021,Carmel High School,331235,Carmel,Putnam,10512,133,25,39,9,60,"Carmel, NY 10512
(41.444541, -73.696731)"
Fall 2021,Haldane High School,331435,Cold Spring,Putnam,10516,29,8,5,0,16,"Cold Spring, NY 10516
(41.449844, -73.917544)"
Fall 2021,Mahopac High School,332975,Mahopac,Putnam,10541,137,18,27,11,81,"Mahopac, NY 10541
(41.373567, -73.750913)"
Fall 2021,Putnam Valley High School,334651,Putnam Valley,Putnam,10579,51,8,12,<4,27,"Putnam Valley, NY 10579
(41.385975, -73.836873)"
Fall 2021,Academy - Career Television /,332906,Long Island City,Queens,11101,17,5,<4,<4,7,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2021,Academy Of American Studies,332896,Long Island City,Queens,11101,34,21,7,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2021,Academy Of Finance & Enterpris,330946,Long Island City,Queens,11101,12,6,<4,<4,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2021,Academy Of Medical Technology,331889,Far Rockaway,Queens,11691,6,0,<4,<4,<4,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2021,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2021,Archbishop Molloy High School,332543,Briarwood,Queens,11435,63,35,13,9,6,"Briarwood, NY 11435
(40.701344, -73.810107)"
Fall 2021,August Martin High School,332590,Jamaica,Queens,11434,8,<4,<4,5,0,"Jamaica, NY 11434
(40.676003, -73.775656)"
Fall 2021,Aviation High School,332888,Long Island City,Queens,11101,44,32,<4,5,<4,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2021,Bard High School Early College,331811,Long Island City,Queens,11101,20,17,<4,0,0,"Long Island City, NY 11101
(40.746647, -73.939547)"
Fall 2021,Bayside High School,330355,Bayside,Queens,11361,136,93,12,11,20,"Bayside, NY 11361
(40.76347, -73.7738)"
Fall 2021,Beach Channel High School,334874,Rockaway Park,Queens,11694,<4,0,0,0,<4,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2021,Benjamin Cardozo High School,330357,Bayside,Queens,11364,166,92,22,16,36,"Bayside, NY 11364
(40.746405, -73.760292)"
Fall 2021,Benjamin Franklin H S For Fina,331157,Cambria Heights,Queens,11411,6,<4,0,<4,<4,"Cambria Heights, NY 11411
(40.694354, -73.736117)"
Fall 2021,Cambria Heights - New Literaci,332421,Hollis,Queens,11423,7,<4,<4,0,<4,"Hollis, NY 11423
(40.716566, -73.76856)"
Fall 2021,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2021,Channel View Sch For Research,334897,Rockaway Park,Queens,11694,26,10,7,<4,5,"Rockaway Park, NY 11694
(40.577043, -73.847477)"
Fall 2021,Christ The King Regional High,333124,Middle Village,Queens,11379,21,10,5,<4,<4,"Middle Village, NY 11379
(40.718337, -73.879641)"
Fall 2021,Church Of God Christian Academ,331888,Far Rockaway,Queens,11691,<4,0,<4,0,0,"Far Rockaway, NY 11691
(40.600316, -73.760713)"
Fall 2021,Civic Leadership Academy,331819,Elmhurst,Queens,11373,7,<4,<4,0,<4,"Elmhurst, NY 11373
(40.738576, -73.878172)"
Fall 2021,East - West School Of Internat,331939,Flushing,Queens,11355,17,12,<4,<4,0,"Flushing, NY 11355
(40.751021, -73.821798)"
Fall 2021,Energy Tech High School,331148,Long Island City,Queens,11106,5,<4,<4,<4,0,"Long Island City, NY 11106
(40.761751, -73.9312)"
Fall 2021,Epic High School North,331188,South Richmond H,Queens,11419,<4,<4,<4,0,<4,"South Richmond H, NY 11419
(40.689125, -73.822985)"
Fall 2021,Epic High School South,331189,South Ozone Park,Queens,11420,<4,0,<4,0,0,"South Ozone Park, NY 11420
(40.673382, -73.815675)"
Fall 2021,Excelsior Preparatory High Sch,335302,Springfield Gard,Queens,11413,8,<4,<4,<4,<4,"Springfield Gard, NY 11413
(40.672267, -73.750319)"
